location,target_end_date,target,output_type,output_type_id,oracle_value
42,2023-03-18,wk flu hosp rate,cdf,17.75,1
42,2023-03-18,wk flu hosp rate,cdf,18,1
42,2023-03-18,wk flu hosp rate,cdf,18.25,1
42,2023-03-18,wk flu hosp rate,cdf,18.5,1
42,2023-03-18,wk flu hosp rate,cdf,18.75,1
42,2023-03-18,wk flu hosp rate,cdf,19,1
42,2023-03-18,wk flu hosp rate,cdf,19.25,1
42,2023-03-18,wk flu hosp rate,cdf,19.5,1
42,2023-03-18,wk flu hosp rate,cdf,19.75,1
42,2023-03-18,wk flu hosp rate,cdf,20,1
42,2023-03-18,wk flu hosp rate,cdf,20.25,1
42,2023-03-18,wk flu hosp rate,cdf,20.5,1
42,2023-03-18,wk flu hosp rate,cdf,20.75,1
42,2023-03-18,wk flu hosp rate,cdf,21,1
42,2023-03-18,wk flu hosp rate,cdf,21.25,1
42,2023-03-18,wk flu hosp rate,cdf,21.5,1
42,2023-03-18,wk flu hosp rate,cdf,21.75,1
42,2023-03-18,wk flu hosp rate,cdf,22,1
42,2023-03-18,wk flu hosp rate,cdf,22.25,1
42,2023-03-18,wk flu hosp rate,cdf,22.5,1
42,2023-03-18,wk flu hosp rate,cdf,22.75,1
42,2023-03-18,wk flu hosp rate,cdf,23,1
42,2023-03-18,wk flu hosp rate,cdf,23.25,1
42,2023-03-18,wk flu hosp rate,cdf,23.5,1
42,2023-03-18,wk flu hosp rate,cdf,23.75,1
42,2023-03-18,wk flu hosp rate,cdf,24,1
42,2023-03-18,wk flu hosp rate,cdf,24.25,1
42,2023-03-18,wk flu hosp rate,cdf,24.5,1
42,2023-03-18,wk flu hosp rate,cdf,24.75,1
42,2023-03-18,wk flu hosp rate,cdf,25,1
44,2023-03-18,wk flu hosp rate,cdf,0.25,1
44,2023-03-18,wk flu hosp rate,cdf,0.5,1
44,2023-03-18,wk flu hosp rate,cdf,0.75,1
44,2023-03-18,wk flu hosp rate,cdf,1,1
44,2023-03-18,wk flu hosp rate,cdf,1.25,1
44,2023-03-18,wk flu hosp rate,cdf,1.5,1
44,2023-03-18,wk flu hosp rate,cdf,1.75,1
44,2023-03-18,wk flu hosp rate,cdf,2,1
44,2023-03-18,wk flu hosp rate,cdf,2.25,1
44,2023-03-18,wk flu hosp rate,cdf,2.5,1
44,2023-03-18,wk flu hosp rate,cdf,2.75,1
44,2023-03-18,wk flu hosp rate,cdf,3,1
44,2023-03-18,wk flu hosp rate,cdf,3.25,1
44,2023-03-18,wk flu hosp rate,cdf,3.5,1
44,2023-03-18,wk flu hosp rate,cdf,3.75,1
44,2023-03-18,wk flu hosp rate,cdf,4,1
44,2023-03-18,wk flu hosp rate,cdf,4.25,1
44,2023-03-18,wk flu hosp rate,cdf,4.5,1
44,2023-03-18,wk flu hosp rate,cdf,4.75,1
44,2023-03-18,wk flu hosp rate,cdf,5,1
44,2023-03-18,wk flu hosp rate,cdf,5.25,1
44,2023-03-18,wk flu hosp rate,cdf,5.5,1
44,2023-03-18,wk flu hosp rate,cdf,5.75,1
44,2023-03-18,wk flu hosp rate,cdf,6,1
44,2023-03-18,wk flu hosp rate,cdf,6.25,1
44,2023-03-18,wk flu hosp rate,cdf,6.5,1
44,2023-03-18,wk flu hosp rate,cdf,6.75,1
44,2023-03-18,wk flu hosp rate,cdf,7,1
44,2023-03-18,wk flu hosp rate,cdf,7.25,1
44,2023-03-18,wk flu hosp rate,cdf,7.5,1
44,2023-03-18,wk flu hosp rate,cdf,7.75,1
44,2023-03-18,wk flu hosp rate,cdf,8,1
44,2023-03-18,wk flu hosp rate,cdf,8.25,1
44,2023-03-18,wk flu hosp rate,cdf,8.5,1
44,2023-03-18,wk flu hosp rate,cdf,8.75,1
44,2023-03-18,wk flu hosp rate,cdf,9,1
44,2023-03-18,wk flu hosp rate,cdf,9.25,1
44,2023-03-18,wk flu hosp rate,cdf,9.5,1
44,2023-03-18,wk flu hosp rate,cdf,9.75,1
44,2023-03-18,wk flu hosp rate,cdf,10,1
44,2023-03-18,wk flu hosp rate,cdf,10.25,1
44,2023-03-18,wk flu hosp rate,cdf,10.5,1
44,2023-03-18,wk flu hosp rate,cdf,10.75,1
44,2023-03-18,wk flu hosp rate,cdf,11,1
44,2023-03-18,wk flu hosp rate,cdf,11.25,1
44,2023-03-18,wk flu hosp rate,cdf,11.5,1
44,2023-03-18,wk flu hosp rate,cdf,11.75,1
44,2023-03-18,wk flu hosp rate,cdf,12,1
44,2023-03-18,wk flu hosp rate,cdf,12.25,1
44,2023-03-18,wk flu hosp rate,cdf,12.5,1
44,2023-03-18,wk flu hosp rate,cdf,12.75,1
44,2023-03-18,wk flu hosp rate,cdf,13,1
44,2023-03-18,wk flu hosp rate,cdf,13.25,1
44,2023-03-18,wk flu hosp rate,cdf,13.5,1
44,2023-03-18,wk flu hosp rate,cdf,13.75,1
44,2023-03-18,wk flu hosp rate,cdf,14,1
44,2023-03-18,wk flu hosp rate,cdf,14.25,1
44,2023-03-18,wk flu hosp rate,cdf,14.5,1
44,2023-03-18,wk flu hosp rate,cdf,14.75,1
44,2023-03-18,wk flu hosp rate,cdf,15,1
44,2023-03-18,wk flu hosp rate,cdf,15.25,1
44,2023-03-18,wk flu hosp rate,cdf,15.5,1
44,2023-03-18,wk flu hosp rate,cdf,15.75,1
44,2023-03-18,wk flu hosp rate,cdf,16,1
44,2023-03-18,wk flu hosp rate,cdf,16.25,1
44,2023-03-18,wk flu hosp rate,cdf,16.5,1
44,2023-03-18,wk flu hosp rate,cdf,16.75,1
44,2023-03-18,wk flu hosp rate,cdf,17,1
44,2023-03-18,wk flu hosp rate,cdf,17.25,1
44,2023-03-18,wk flu hosp rate,cdf,17.5,1
44,2023-03-18,wk flu hosp rate,cdf,17.75,1
44,2023-03-18,wk flu hosp rate,cdf,18,1
44,2023-03-18,wk flu hosp rate,cdf,18.25,1
44,2023-03-18,wk flu hosp rate,cdf,18.5,1
44,2023-03-18,wk flu hosp rate,cdf,18.75,1
44,2023-03-18,wk flu hosp rate,cdf,19,1
44,2023-03-18,wk flu hosp rate,cdf,19.25,1
44,2023-03-18,wk flu hosp rate,cdf,19.5,1
44,2023-03-18,wk flu hosp rate,cdf,19.75,1
44,2023-03-18,wk flu hosp rate,cdf,20,1
44,2023-03-18,wk flu hosp rate,cdf,20.25,1
44,2023-03-18,wk flu hosp rate,cdf,20.5,1
44,2023-03-18,wk flu hosp rate,cdf,20.75,1
44,2023-03-18,wk flu hosp rate,cdf,21,1
44,2023-03-18,wk flu hosp rate,cdf,21.25,1
44,2023-03-18,wk flu hosp rate,cdf,21.5,1
44,2023-03-18,wk flu hosp rate,cdf,21.75,1
44,2023-03-18,wk flu hosp rate,cdf,22,1
44,2023-03-18,wk flu hosp rate,cdf,22.25,1
44,2023-03-18,wk flu hosp rate,cdf,22.5,1
44,2023-03-18,wk flu hosp rate,cdf,22.75,1
44,2023-03-18,wk flu hosp rate,cdf,23,1
44,2023-03-18,wk flu hosp rate,cdf,23.25,1
44,2023-03-18,wk flu hosp rate,cdf,23.5,1
44,2023-03-18,wk flu hosp rate,cdf,23.75,1
44,2023-03-18,wk flu hosp rate,cdf,24,1
44,2023-03-18,wk flu hosp rate,cdf,24.25,1
44,2023-03-18,wk flu hosp rate,cdf,24.5,1
44,2023-03-18,wk flu hosp rate,cdf,24.75,1
44,2023-03-18,wk flu hosp rate,cdf,25,1
45,2023-03-18,wk flu hosp rate,cdf,0.25,0
45,2023-03-18,wk flu hosp rate,cdf,0.5,1
45,2023-03-18,wk flu hosp rate,cdf,0.75,1
45,2023-03-18,wk flu hosp rate,cdf,1,1
45,2023-03-18,wk flu hosp rate,cdf,1.25,1
45,2023-03-18,wk flu hosp rate,cdf,1.5,1
45,2023-03-18,wk flu hosp rate,cdf,1.75,1
45,2023-03-18,wk flu hosp rate,cdf,2,1
45,2023-03-18,wk flu hosp rate,cdf,2.25,1
45,2023-03-18,wk flu hosp rate,cdf,2.5,1
45,2023-03-18,wk flu hosp rate,cdf,2.75,1
45,2023-03-18,wk flu hosp rate,cdf,3,1
45,2023-03-18,wk flu hosp rate,cdf,3.25,1
45,2023-03-18,wk flu hosp rate,cdf,3.5,1
45,2023-03-18,wk flu hosp rate,cdf,3.75,1
45,2023-03-18,wk flu hosp rate,cdf,4,1
45,2023-03-18,wk flu hosp rate,cdf,4.25,1
45,2023-03-18,wk flu hosp rate,cdf,4.5,1
45,2023-03-18,wk flu hosp rate,cdf,4.75,1
45,2023-03-18,wk flu hosp rate,cdf,5,1
45,2023-03-18,wk flu hosp rate,cdf,5.25,1
45,2023-03-18,wk flu hosp rate,cdf,5.5,1
45,2023-03-18,wk flu hosp rate,cdf,5.75,1
45,2023-03-18,wk flu hosp rate,cdf,6,1
45,2023-03-18,wk flu hosp rate,cdf,6.25,1
45,2023-03-18,wk flu hosp rate,cdf,6.5,1
45,2023-03-18,wk flu hosp rate,cdf,6.75,1
45,2023-03-18,wk flu hosp rate,cdf,7,1
45,2023-03-18,wk flu hosp rate,cdf,7.25,1
45,2023-03-18,wk flu hosp rate,cdf,7.5,1
45,2023-03-18,wk flu hosp rate,cdf,7.75,1
45,2023-03-18,wk flu hosp rate,cdf,8,1
45,2023-03-18,wk flu hosp rate,cdf,8.25,1
45,2023-03-18,wk flu hosp rate,cdf,8.5,1
45,2023-03-18,wk flu hosp rate,cdf,8.75,1
45,2023-03-18,wk flu hosp rate,cdf,9,1
45,2023-03-18,wk flu hosp rate,cdf,9.25,1
45,2023-03-18,wk flu hosp rate,cdf,9.5,1
45,2023-03-18,wk flu hosp rate,cdf,9.75,1
45,2023-03-18,wk flu hosp rate,cdf,10,1
45,2023-03-18,wk flu hosp rate,cdf,10.25,1
45,2023-03-18,wk flu hosp rate,cdf,10.5,1
45,2023-03-18,wk flu hosp rate,cdf,10.75,1
45,2023-03-18,wk flu hosp rate,cdf,11,1
45,2023-03-18,wk flu hosp rate,cdf,11.25,1
45,2023-03-18,wk flu hosp rate,cdf,11.5,1
45,2023-03-18,wk flu hosp rate,cdf,11.75,1
45,2023-03-18,wk flu hosp rate,cdf,12,1
45,2023-03-18,wk flu hosp rate,cdf,12.25,1
45,2023-03-18,wk flu hosp rate,cdf,12.5,1
45,2023-03-18,wk flu hosp rate,cdf,12.75,1
45,2023-03-18,wk flu hosp rate,cdf,13,1
45,2023-03-18,wk flu hosp rate,cdf,13.25,1
45,2023-03-18,wk flu hosp rate,cdf,13.5,1
45,2023-03-18,wk flu hosp rate,cdf,13.75,1
45,2023-03-18,wk flu hosp rate,cdf,14,1
45,2023-03-18,wk flu hosp rate,cdf,14.25,1
45,2023-03-18,wk flu hosp rate,cdf,14.5,1
45,2023-03-18,wk flu hosp rate,cdf,14.75,1
45,2023-03-18,wk flu hosp rate,cdf,15,1
45,2023-03-18,wk flu hosp rate,cdf,15.25,1
45,2023-03-18,wk flu hosp rate,cdf,15.5,1
45,2023-03-18,wk flu hosp rate,cdf,15.75,1
45,2023-03-18,wk flu hosp rate,cdf,16,1
45,2023-03-18,wk flu hosp rate,cdf,16.25,1
45,2023-03-18,wk flu hosp rate,cdf,16.5,1
45,2023-03-18,wk flu hosp rate,cdf,16.75,1
45,2023-03-18,wk flu hosp rate,cdf,17,1
45,2023-03-18,wk flu hosp rate,cdf,17.25,1
45,2023-03-18,wk flu hosp rate,cdf,17.5,1
45,2023-03-18,wk flu hosp rate,cdf,17.75,1
45,2023-03-18,wk flu hosp rate,cdf,18,1
45,2023-03-18,wk flu hosp rate,cdf,18.25,1
45,2023-03-18,wk flu hosp rate,cdf,18.5,1
45,2023-03-18,wk flu hosp rate,cdf,18.75,1
45,2023-03-18,wk flu hosp rate,cdf,19,1
45,2023-03-18,wk flu hosp rate,cdf,19.25,1
45,2023-03-18,wk flu hosp rate,cdf,19.5,1
45,2023-03-18,wk flu hosp rate,cdf,19.75,1
45,2023-03-18,wk flu hosp rate,cdf,20,1
45,2023-03-18,wk flu hosp rate,cdf,20.25,1
45,2023-03-18,wk flu hosp rate,cdf,20.5,1
45,2023-03-18,wk flu hosp rate,cdf,20.75,1
45,2023-03-18,wk flu hosp rate,cdf,21,1
45,2023-03-18,wk flu hosp rate,cdf,21.25,1
45,2023-03-18,wk flu hosp rate,cdf,21.5,1
45,2023-03-18,wk flu hosp rate,cdf,21.75,1
45,2023-03-18,wk flu hosp rate,cdf,22,1
45,2023-03-18,wk flu hosp rate,cdf,22.25,1
45,2023-03-18,wk flu hosp rate,cdf,22.5,1
45,2023-03-18,wk flu hosp rate,cdf,22.75,1
45,2023-03-18,wk flu hosp rate,cdf,23,1
45,2023-03-18,wk flu hosp rate,cdf,23.25,1
45,2023-03-18,wk flu hosp rate,cdf,23.5,1
45,2023-03-18,wk flu hosp rate,cdf,23.75,1
45,2023-03-18,wk flu hosp rate,cdf,24,1
45,2023-03-18,wk flu hosp rate,cdf,24.25,1
45,2023-03-18,wk flu hosp rate,cdf,24.5,1
45,2023-03-18,wk flu hosp rate,cdf,24.75,1
45,2023-03-18,wk flu hosp rate,cdf,25,1
46,2023-03-18,wk flu hosp rate,cdf,0.25,0
46,2023-03-18,wk flu hosp rate,cdf,0.5,0
46,2023-03-18,wk flu hosp rate,cdf,0.75,0
46,2023-03-18,wk flu hosp rate,cdf,1,0
46,2023-03-18,wk flu hosp rate,cdf,1.25,1
46,2023-03-18,wk flu hosp rate,cdf,1.5,1
46,2023-03-18,wk flu hosp rate,cdf,1.75,1
46,2023-03-18,wk flu hosp rate,cdf,2,1
46,2023-03-18,wk flu hosp rate,cdf,2.25,1
46,2023-03-18,wk flu hosp rate,cdf,2.5,1
46,2023-03-18,wk flu hosp rate,cdf,2.75,1
46,2023-03-18,wk flu hosp rate,cdf,3,1
46,2023-03-18,wk flu hosp rate,cdf,3.25,1
46,2023-03-18,wk flu hosp rate,cdf,3.5,1
46,2023-03-18,wk flu hosp rate,cdf,3.75,1
46,2023-03-18,wk flu hosp rate,cdf,4,1
46,2023-03-18,wk flu hosp rate,cdf,4.25,1
46,2023-03-18,wk flu hosp rate,cdf,4.5,1
46,2023-03-18,wk flu hosp rate,cdf,4.75,1
46,2023-03-18,wk flu hosp rate,cdf,5,1
46,2023-03-18,wk flu hosp rate,cdf,5.25,1
46,2023-03-18,wk flu hosp rate,cdf,5.5,1
46,2023-03-18,wk flu hosp rate,cdf,5.75,1
46,2023-03-18,wk flu hosp rate,cdf,6,1
46,2023-03-18,wk flu hosp rate,cdf,6.25,1
46,2023-03-18,wk flu hosp rate,cdf,6.5,1
46,2023-03-18,wk flu hosp rate,cdf,6.75,1
46,2023-03-18,wk flu hosp rate,cdf,7,1
46,2023-03-18,wk flu hosp rate,cdf,7.25,1
46,2023-03-18,wk flu hosp rate,cdf,7.5,1
46,2023-03-18,wk flu hosp rate,cdf,7.75,1
46,2023-03-18,wk flu hosp rate,cdf,8,1
46,2023-03-18,wk flu hosp rate,cdf,8.25,1
46,2023-03-18,wk flu hosp rate,cdf,8.5,1
46,2023-03-18,wk flu hosp rate,cdf,8.75,1
46,2023-03-18,wk flu hosp rate,cdf,9,1
46,2023-03-18,wk flu hosp rate,cdf,9.25,1
46,2023-03-18,wk flu hosp rate,cdf,9.5,1
46,2023-03-18,wk flu hosp rate,cdf,9.75,1
46,2023-03-18,wk flu hosp rate,cdf,10,1
46,2023-03-18,wk flu hosp rate,cdf,10.25,1
46,2023-03-18,wk flu hosp rate,cdf,10.5,1
46,2023-03-18,wk flu hosp rate,cdf,10.75,1
46,2023-03-18,wk flu hosp rate,cdf,11,1
46,2023-03-18,wk flu hosp rate,cdf,11.25,1
46,2023-03-18,wk flu hosp rate,cdf,11.5,1
46,2023-03-18,wk flu hosp rate,cdf,11.75,1
46,2023-03-18,wk flu hosp rate,cdf,12,1
46,2023-03-18,wk flu hosp rate,cdf,12.25,1
46,2023-03-18,wk flu hosp rate,cdf,12.5,1
46,2023-03-18,wk flu hosp rate,cdf,12.75,1
46,2023-03-18,wk flu hosp rate,cdf,13,1
46,2023-03-18,wk flu hosp rate,cdf,13.25,1
46,2023-03-18,wk flu hosp rate,cdf,13.5,1
46,2023-03-18,wk flu hosp rate,cdf,13.75,1
46,2023-03-18,wk flu hosp rate,cdf,14,1
46,2023-03-18,wk flu hosp rate,cdf,14.25,1
46,2023-03-18,wk flu hosp rate,cdf,14.5,1
46,2023-03-18,wk flu hosp rate,cdf,14.75,1
46,2023-03-18,wk flu hosp rate,cdf,15,1
46,2023-03-18,wk flu hosp rate,cdf,15.25,1
46,2023-03-18,wk flu hosp rate,cdf,15.5,1
46,2023-03-18,wk flu hosp rate,cdf,15.75,1
46,2023-03-18,wk flu hosp rate,cdf,16,1
46,2023-03-18,wk flu hosp rate,cdf,16.25,1
46,2023-03-18,wk flu hosp rate,cdf,16.5,1
46,2023-03-18,wk flu hosp rate,cdf,16.75,1
46,2023-03-18,wk flu hosp rate,cdf,17,1
46,2023-03-18,wk flu hosp rate,cdf,17.25,1
46,2023-03-18,wk flu hosp rate,cdf,17.5,1
46,2023-03-18,wk flu hosp rate,cdf,17.75,1
46,2023-03-18,wk flu hosp rate,cdf,18,1
46,2023-03-18,wk flu hosp rate,cdf,18.25,1
46,2023-03-18,wk flu hosp rate,cdf,18.5,1
46,2023-03-18,wk flu hosp rate,cdf,18.75,1
46,2023-03-18,wk flu hosp rate,cdf,19,1
46,2023-03-18,wk flu hosp rate,cdf,19.25,1
46,2023-03-18,wk flu hosp rate,cdf,19.5,1
46,2023-03-18,wk flu hosp rate,cdf,19.75,1
46,2023-03-18,wk flu hosp rate,cdf,20,1
46,2023-03-18,wk flu hosp rate,cdf,20.25,1
46,2023-03-18,wk flu hosp rate,cdf,20.5,1
46,2023-03-18,wk flu hosp rate,cdf,20.75,1
46,2023-03-18,wk flu hosp rate,cdf,21,1
46,2023-03-18,wk flu hosp rate,cdf,21.25,1
46,2023-03-18,wk flu hosp rate,cdf,21.5,1
46,2023-03-18,wk flu hosp rate,cdf,21.75,1
46,2023-03-18,wk flu hosp rate,cdf,22,1
46,2023-03-18,wk flu hosp rate,cdf,22.25,1
46,2023-03-18,wk flu hosp rate,cdf,22.5,1
46,2023-03-18,wk flu hosp rate,cdf,22.75,1
46,2023-03-18,wk flu hosp rate,cdf,23,1
46,2023-03-18,wk flu hosp rate,cdf,23.25,1
46,2023-03-18,wk flu hosp rate,cdf,23.5,1
46,2023-03-18,wk flu hosp rate,cdf,23.75,1
46,2023-03-18,wk flu hosp rate,cdf,24,1
46,2023-03-18,wk flu hosp rate,cdf,24.25,1
46,2023-03-18,wk flu hosp rate,cdf,24.5,1
46,2023-03-18,wk flu hosp rate,cdf,24.75,1
46,2023-03-18,wk flu hosp rate,cdf,25,1
47,2023-03-18,wk flu hosp rate,cdf,0.25,0
47,2023-03-18,wk flu hosp rate,cdf,0.5,1
47,2023-03-18,wk flu hosp rate,cdf,0.75,1
47,2023-03-18,wk flu hosp rate,cdf,1,1
47,2023-03-18,wk flu hosp rate,cdf,1.25,1
47,2023-03-18,wk flu hosp rate,cdf,1.5,1
47,2023-03-18,wk flu hosp rate,cdf,1.75,1
47,2023-03-18,wk flu hosp rate,cdf,2,1
47,2023-03-18,wk flu hosp rate,cdf,2.25,1
47,2023-03-18,wk flu hosp rate,cdf,2.5,1
47,2023-03-18,wk flu hosp rate,cdf,2.75,1
47,2023-03-18,wk flu hosp rate,cdf,3,1
47,2023-03-18,wk flu hosp rate,cdf,3.25,1
47,2023-03-18,wk flu hosp rate,cdf,3.5,1
47,2023-03-18,wk flu hosp rate,cdf,3.75,1
47,2023-03-18,wk flu hosp rate,cdf,4,1
47,2023-03-18,wk flu hosp rate,cdf,4.25,1
47,2023-03-18,wk flu hosp rate,cdf,4.5,1
47,2023-03-18,wk flu hosp rate,cdf,4.75,1
47,2023-03-18,wk flu hosp rate,cdf,5,1
47,2023-03-18,wk flu hosp rate,cdf,5.25,1
47,2023-03-18,wk flu hosp rate,cdf,5.5,1
47,2023-03-18,wk flu hosp rate,cdf,5.75,1
47,2023-03-18,wk flu hosp rate,cdf,6,1
47,2023-03-18,wk flu hosp rate,cdf,6.25,1
47,2023-03-18,wk flu hosp rate,cdf,6.5,1
47,2023-03-18,wk flu hosp rate,cdf,6.75,1
47,2023-03-18,wk flu hosp rate,cdf,7,1
47,2023-03-18,wk flu hosp rate,cdf,7.25,1
47,2023-03-18,wk flu hosp rate,cdf,7.5,1
47,2023-03-18,wk flu hosp rate,cdf,7.75,1
47,2023-03-18,wk flu hosp rate,cdf,8,1
47,2023-03-18,wk flu hosp rate,cdf,8.25,1
47,2023-03-18,wk flu hosp rate,cdf,8.5,1
47,2023-03-18,wk flu hosp rate,cdf,8.75,1
47,2023-03-18,wk flu hosp rate,cdf,9,1
47,2023-03-18,wk flu hosp rate,cdf,9.25,1
47,2023-03-18,wk flu hosp rate,cdf,9.5,1
47,2023-03-18,wk flu hosp rate,cdf,9.75,1
47,2023-03-18,wk flu hosp rate,cdf,10,1
47,2023-03-18,wk flu hosp rate,cdf,10.25,1
47,2023-03-18,wk flu hosp rate,cdf,10.5,1
47,2023-03-18,wk flu hosp rate,cdf,10.75,1
47,2023-03-18,wk flu hosp rate,cdf,11,1
47,2023-03-18,wk flu hosp rate,cdf,11.25,1
47,2023-03-18,wk flu hosp rate,cdf,11.5,1
47,2023-03-18,wk flu hosp rate,cdf,11.75,1
47,2023-03-18,wk flu hosp rate,cdf,12,1
47,2023-03-18,wk flu hosp rate,cdf,12.25,1
47,2023-03-18,wk flu hosp rate,cdf,12.5,1
47,2023-03-18,wk flu hosp rate,cdf,12.75,1
47,2023-03-18,wk flu hosp rate,cdf,13,1
47,2023-03-18,wk flu hosp rate,cdf,13.25,1
47,2023-03-18,wk flu hosp rate,cdf,13.5,1
47,2023-03-18,wk flu hosp rate,cdf,13.75,1
47,2023-03-18,wk flu hosp rate,cdf,14,1
47,2023-03-18,wk flu hosp rate,cdf,14.25,1
47,2023-03-18,wk flu hosp rate,cdf,14.5,1
47,2023-03-18,wk flu hosp rate,cdf,14.75,1
47,2023-03-18,wk flu hosp rate,cdf,15,1
47,2023-03-18,wk flu hosp rate,cdf,15.25,1
47,2023-03-18,wk flu hosp rate,cdf,15.5,1
47,2023-03-18,wk flu hosp rate,cdf,15.75,1
47,2023-03-18,wk flu hosp rate,cdf,16,1
47,2023-03-18,wk flu hosp rate,cdf,16.25,1
47,2023-03-18,wk flu hosp rate,cdf,16.5,1
47,2023-03-18,wk flu hosp rate,cdf,16.75,1
47,2023-03-18,wk flu hosp rate,cdf,17,1
47,2023-03-18,wk flu hosp rate,cdf,17.25,1
47,2023-03-18,wk flu hosp rate,cdf,17.5,1
47,2023-03-18,wk flu hosp rate,cdf,17.75,1
47,2023-03-18,wk flu hosp rate,cdf,18,1
47,2023-03-18,wk flu hosp rate,cdf,18.25,1
47,2023-03-18,wk flu hosp rate,cdf,18.5,1
47,2023-03-18,wk flu hosp rate,cdf,18.75,1
47,2023-03-18,wk flu hosp rate,cdf,19,1
47,2023-03-18,wk flu hosp rate,cdf,19.25,1
47,2023-03-18,wk flu hosp rate,cdf,19.5,1
47,2023-03-18,wk flu hosp rate,cdf,19.75,1
47,2023-03-18,wk flu hosp rate,cdf,20,1
47,2023-03-18,wk flu hosp rate,cdf,20.25,1
47,2023-03-18,wk flu hosp rate,cdf,20.5,1
47,2023-03-18,wk flu hosp rate,cdf,20.75,1
47,2023-03-18,wk flu hosp rate,cdf,21,1
47,2023-03-18,wk flu hosp rate,cdf,21.25,1
47,2023-03-18,wk flu hosp rate,cdf,21.5,1
47,2023-03-18,wk flu hosp rate,cdf,21.75,1
47,2023-03-18,wk flu hosp rate,cdf,22,1
47,2023-03-18,wk flu hosp rate,cdf,22.25,1
47,2023-03-18,wk flu hosp rate,cdf,22.5,1
47,2023-03-18,wk flu hosp rate,cdf,22.75,1
47,2023-03-18,wk flu hosp rate,cdf,23,1
47,2023-03-18,wk flu hosp rate,cdf,23.25,1
47,2023-03-18,wk flu hosp rate,cdf,23.5,1
47,2023-03-18,wk flu hosp rate,cdf,23.75,1
47,2023-03-18,wk flu hosp rate,cdf,24,1
47,2023-03-18,wk flu hosp rate,cdf,24.25,1
47,2023-03-18,wk flu hosp rate,cdf,24.5,1
47,2023-03-18,wk flu hosp rate,cdf,24.75,1
47,2023-03-18,wk flu hosp rate,cdf,25,1
48,2023-03-18,wk flu hosp rate,cdf,0.25,0
48,2023-03-18,wk flu hosp rate,cdf,0.5,0
48,2023-03-18,wk flu hosp rate,cdf,0.75,1
48,2023-03-18,wk flu hosp rate,cdf,1,1
48,2023-03-18,wk flu hosp rate,cdf,1.25,1
48,2023-03-18,wk flu hosp rate,cdf,1.5,1
48,2023-03-18,wk flu hosp rate,cdf,1.75,1
48,2023-03-18,wk flu hosp rate,cdf,2,1
48,2023-03-18,wk flu hosp rate,cdf,2.25,1
48,2023-03-18,wk flu hosp rate,cdf,2.5,1
48,2023-03-18,wk flu hosp rate,cdf,2.75,1
48,2023-03-18,wk flu hosp rate,cdf,3,1
48,2023-03-18,wk flu hosp rate,cdf,3.25,1
48,2023-03-18,wk flu hosp rate,cdf,3.5,1
48,2023-03-18,wk flu hosp rate,cdf,3.75,1
48,2023-03-18,wk flu hosp rate,cdf,4,1
48,2023-03-18,wk flu hosp rate,cdf,4.25,1
48,2023-03-18,wk flu hosp rate,cdf,4.5,1
48,2023-03-18,wk flu hosp rate,cdf,4.75,1
48,2023-03-18,wk flu hosp rate,cdf,5,1
48,2023-03-18,wk flu hosp rate,cdf,5.25,1
48,2023-03-18,wk flu hosp rate,cdf,5.5,1
48,2023-03-18,wk flu hosp rate,cdf,5.75,1
48,2023-03-18,wk flu hosp rate,cdf,6,1
48,2023-03-18,wk flu hosp rate,cdf,6.25,1
48,2023-03-18,wk flu hosp rate,cdf,6.5,1
48,2023-03-18,wk flu hosp rate,cdf,6.75,1
48,2023-03-18,wk flu hosp rate,cdf,7,1
48,2023-03-18,wk flu hosp rate,cdf,7.25,1
48,2023-03-18,wk flu hosp rate,cdf,7.5,1
48,2023-03-18,wk flu hosp rate,cdf,7.75,1
48,2023-03-18,wk flu hosp rate,cdf,8,1
48,2023-03-18,wk flu hosp rate,cdf,8.25,1
48,2023-03-18,wk flu hosp rate,cdf,8.5,1
48,2023-03-18,wk flu hosp rate,cdf,8.75,1
48,2023-03-18,wk flu hosp rate,cdf,9,1
48,2023-03-18,wk flu hosp rate,cdf,9.25,1
48,2023-03-18,wk flu hosp rate,cdf,9.5,1
48,2023-03-18,wk flu hosp rate,cdf,9.75,1
48,2023-03-18,wk flu hosp rate,cdf,10,1
48,2023-03-18,wk flu hosp rate,cdf,10.25,1
48,2023-03-18,wk flu hosp rate,cdf,10.5,1
48,2023-03-18,wk flu hosp rate,cdf,10.75,1
48,2023-03-18,wk flu hosp rate,cdf,11,1
48,2023-03-18,wk flu hosp rate,cdf,11.25,1
48,2023-03-18,wk flu hosp rate,cdf,11.5,1
48,2023-03-18,wk flu hosp rate,cdf,11.75,1
48,2023-03-18,wk flu hosp rate,cdf,12,1
48,2023-03-18,wk flu hosp rate,cdf,12.25,1
48,2023-03-18,wk flu hosp rate,cdf,12.5,1
48,2023-03-18,wk flu hosp rate,cdf,12.75,1
48,2023-03-18,wk flu hosp rate,cdf,13,1
48,2023-03-18,wk flu hosp rate,cdf,13.25,1
48,2023-03-18,wk flu hosp rate,cdf,13.5,1
48,2023-03-18,wk flu hosp rate,cdf,13.75,1
48,2023-03-18,wk flu hosp rate,cdf,14,1
48,2023-03-18,wk flu hosp rate,cdf,14.25,1
48,2023-03-18,wk flu hosp rate,cdf,14.5,1
48,2023-03-18,wk flu hosp rate,cdf,14.75,1
48,2023-03-18,wk flu hosp rate,cdf,15,1
